rank,dead,level,class,experience,challenges,twitch,ladder
684,FALSE,90,Gladiator,1975244043,25,firestigma,SSF Harbinger HC
684,FALSE,96,Guardian,3297809321,24,le_immersion,Hardcore Harbinger
684,FALSE,100,Pathfinder,4250334444,37,null,Harbinger
684,FALSE,92,Inquisitor,2306801864,22,null,SSF Harbinger
685,TRUE,96,Occultist,3295588302,27,antrayz,Hardcore Harbinger
685,FALSE,92,Gladiator,2306439315,26,babarific,SSF Harbinger
685,FALSE,100,Ascendant,4250334444,32,null,Harbinger
685,TRUE,90,Trickster,1974475116,26,null,SSF Harbinger HC
686,FALSE,100,Slayer,4250334444,40,leftface,Harbinger
686,FALSE,92,Necromancer,2306413830,28,null,SSF Harbinger
686,FALSE,96,Guardian,3295485266,39,lappykthx,Hardcore Harbinger
686,TRUE,90,Gladiator,1974359599,25,null,SSF Harbinger HC
687,FALSE,92,Inquisitor,2305866696,25,null,SSF Harbinger
687,FALSE,100,Raider,4250334444,40,null,Harbinger
687,TRUE,90,Berserker,1973419544,21,null,SSF Harbinger HC
687,FALSE,96,Gladiator,3293931173,40,null,Hardcore Harbinger
688,FALSE,100,Necromancer,4250334444,40,null,Harbinger
688,FALSE,92,Berserker,2305750773,23,null,SSF Harbinger
688,TRUE,96,Occultist,3291383553,33,null,Hardcore Harbinger
688,TRUE,90,Champion,1973312729,27,null,SSF Harbinger HC
689,TRUE,96,Berserker,3290711366,27,null,Hardcore Harbinger
689,FALSE,92,Berserker,2305724151,27,null,SSF Harbinger
689,TRUE,90,Trickster,1972642674,28,null,SSF Harbinger HC
689,FALSE,100,Raider,4250334444,38,xenderis,Harbinger
690,TRUE,90,Gladiator,1972595314,24,null,SSF Harbinger HC
690,TRUE,96,Saboteur,3289568843,28,nokieka,Hardcore Harbinger
690,FALSE,92,Gladiator,2305341605,29,manadragonsong,SSF Harbinger
690,FALSE,100,Pathfinder,4250334444,40,lilalaunebaer3,Harbinger
691,TRUE,90,Berserker,1972358049,24,aleph_none,SSF Harbinger HC
691,FALSE,92,Necromancer,2305162889,24,null,SSF Harbinger
691,FALSE,100,Pathfinder,4250334444,40,irkella,Harbinger
691,TRUE,96,Berserker,3288671814,33,null,Hardcore Harbinger
692,TRUE,90,Necromancer,1972045127,29,null,SSF Harbinger HC
692,FALSE,92,Berserker,2305150387,27,null,SSF Harbinger
692,FALSE,100,Pathfinder,4250334444,37,null,Harbinger
692,FALSE,96,Gladiator,3288602178,36,null,Hardcore Harbinger
693,FALSE,92,Gladiator,2305042245,25,null,SSF Harbinger
693,FALSE,100,Berserker,4250334444,40,null,Harbinger
693,FALSE,96,Necromancer,3287700612,36,razberybumps,Hardcore Harbinger
693,TRUE,90,Trickster,1970584666,25,null,SSF Harbinger HC
694,FALSE,100,Berserker,4250334444,40,null,Harbinger
694,FALSE,92,Slayer,2304553581,28,null,SSF Harbinger
694,TRUE,96,Occultist,3287041910,25,null,Hardcore Harbinger
694,TRUE,90,Trickster,1970358057,17,null,SSF Harbinger HC
695,TRUE,96,Guardian,3286174945,39,alebackes2,Hardcore Harbinger
695,FALSE,92,Slayer,2302925016,35,null,SSF Harbinger
695,FALSE,90,Chieftain,1968773939,18,null,SSF Harbinger HC
695,FALSE,100,Ascendant,4250334444,40,null,Harbinger
696,FALSE,92,Raider,2302495027,25,null,SSF Harbinger
696,FALSE,90,Berserker,1968757092,24,null,SSF Harbinger HC
696,FALSE,100,Berserker,4250334444,40,null,Harbinger
696,TRUE,96,Berserker,3283452689,28,null,Hardcore Harbinger
697,FALSE,100,Pathfinder,4250334444,40,monkeysuicide,Harbinger
697,FALSE,92,Inquisitor,2302045020,35,null,SSF Harbinger
697,TRUE,96,Guardian,3283452181,36,lolyamatoi,Hardcore Harbinger
697,TRUE,90,Slayer,1968659063,25,paxaeterna,SSF Harbinger HC
698,FALSE,90,Gladiator,1967273088,19,stone_cold_poe,SSF Harbinger HC
698,FALSE,100,Raider,4250334444,40,notastreamerq,Harbinger
698,FALSE,96,Slayer,3282476170,40,null,Hardcore Harbinger
698,FALSE,92,Trickster,2301247856,23,null,SSF Harbinger
699,FALSE,92,Necromancer,2301240254,24,skoltrrs,SSF Harbinger
699,FALSE,100,Necromancer,4250334444,26,null,Harbinger
699,FALSE,96,Ascendant,3281877181,32,null,Hardcore Harbinger
699,TRUE,90,Chieftain,1966970199,26,null,SSF Harbinger HC
700,FALSE,92,Ascendant,2301226662,36,treacherouscake,SSF Harbinger
700,FALSE,100,Pathfinder,4250334444,36,null,Harbinger
700,TRUE,90,Slayer,1966416472,18,docallens,SSF Harbinger HC
700,TRUE,96,Inquisitor,3281822071,25,sphinksen,Hardcore Harbinger
701,FALSE,92,Juggernaut,2301078580,32,null,SSF Harbinger
701,FALSE,100,Gladiator,4250334444,31,darrylrfd,Harbinger
701,TRUE,96,Ascendant,3281698214,40,zoroxo123,Hardcore Harbinger
701,TRUE,90,Trickster,1966223691,25,null,SSF Harbinger HC
702,FALSE,96,Elementalist,3279272931,34,null,Hardcore Harbinger
702,FALSE,92,Berserker,2300968509,31,labile66,SSF Harbinger
702,FALSE,100,Pathfinder,4250334444,40,oo12ooa,Harbinger
702,FALSE,90,Trickster,1965285086,27,drektarz,SSF Harbinger HC
703,FALSE,100,Raider,4250334444,39,null,Harbinger
703,FALSE,92,Gladiator,2300660264,36,evilserfer,SSF Harbinger
703,FALSE,96,Gladiator,3278907280,37,heartshapedhitbox,Hardcore Harbinger
703,TRUE,90,Occultist,1964815071,28,elky_el,SSF Harbinger HC
704,FALSE,100,Raider,4250334444,40,zodatear,Harbinger
704,TRUE,90,Chieftain,1964699791,24,null,SSF Harbinger HC
704,FALSE,92,Occultist,2300649951,32,null,SSF Harbinger
704,FALSE,96,Hierophant,3278354826,26,null,Hardcore Harbinger
705,FALSE,90,Slayer,1964639598,22,null,SSF Harbinger HC
705,FALSE,100,Pathfinder,4250334444,40,gaunce,Harbinger
705,FALSE,96,Trickster,3277714474,34,null,Hardcore Harbinger
705,FALSE,92,Slayer,2300608669,35,null,SSF Harbinger
706,FALSE,100,Gladiator,4250334444,31,null,Harbinger
706,FALSE,92,Berserker,2300046902,23,null,SSF Harbinger
706,FALSE,90,Slayer,1963415016,20,null,SSF Harbinger HC
706,TRUE,96,Slayer,3276267456,40,zeekkkkk,Hardcore Harbinger
707,TRUE,90,Gladiator,1962563611,31,jimbobkevint,SSF Harbinger HC
707,FALSE,92,Chieftain,2299945276,25,null,SSF Harbinger
707,FALSE,96,Necromancer,3276181099,33,boron20,Hardcore Harbinger
707,FALSE,100,Pathfinder,4250334444,36,execut1on,Harbinger
708,FALSE,100,Raider,4250334444,40,null,Harbinger
708,TRUE,90,Raider,1962558159,24,aramitz,SSF Harbinger HC
708,FALSE,92,Necromancer,2299151734,31,mordagon,SSF Harbinger
708,FALSE,96,Saboteur,3272189929,26,null,Hardcore Harbinger
709,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
709,FALSE,90,Berserker,1960571680,19,null,SSF Harbinger HC
709,FALSE,92,Gladiator,2299141893,22,null,SSF Harbinger
709,FALSE,96,Raider,3272082982,26,gotfrag321,Hardcore Harbinger
710,FALSE,92,Pathfinder,2299141462,31,zagt0r,SSF Harbinger
710,TRUE,96,Guardian,3271397205,40,null,Hardcore Harbinger
710,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
710,FALSE,90,Trickster,1960189070,26,mamirauazk,SSF Harbinger HC
711,TRUE,90,Necromancer,1959576294,25,null,SSF Harbinger HC
711,TRUE,96,Berserker,3270403776,25,null,Hardcore Harbinger
711,FALSE,100,Guardian,4250334444,25,null,Harbinger
711,FALSE,92,Raider,2298753370,34,yall89,SSF Harbinger
712,FALSE,92,Berserker,2298555992,28,null,SSF Harbinger
712,FALSE,100,Pathfinder,4250334444,40,unleashed_eu,Harbinger
712,TRUE,90,Trickster,1959505265,23,null,SSF Harbinger HC
712,TRUE,96,Ascendant,3268722859,37,null,Hardcore Harbinger
713,TRUE,90,Gladiator,1959362484,28,chadcwizzywarden,SSF Harbinger HC
713,FALSE,92,Slayer,2298413013,29,null,SSF Harbinger
713,FALSE,100,Berserker,4250334444,35,null,Harbinger
713,TRUE,96,Slayer,3267236734,30,smz6,Hardcore Harbinger
714,FALSE,92,Juggernaut,2298344441,26,null,SSF Harbinger
714,TRUE,96,Berserker,3265502465,36,null,Hardcore Harbinger
714,FALSE,100,Pathfinder,4250334444,39,null,Harbinger
714,FALSE,90,Inquisitor,1959298871,21,null,SSF Harbinger HC
715,FALSE,92,Berserker,2298189595,26,null,SSF Harbinger
715,FALSE,90,Gladiator,1959201578,20,null,SSF Harbinger HC
715,FALSE,100,Gladiator,4250334444,40,null,Harbinger
715,TRUE,96,Ascendant,3265433034,40,cherd_,Hardcore Harbinger
716,FALSE,100,Berserker,4250334444,40,null,Harbinger
716,FALSE,92,Slayer,2298166705,24,null,SSF Harbinger
716,FALSE,90,Slayer,1958939526,18,null,SSF Harbinger HC
716,FALSE,96,Gladiator,3265380029,20,null,Hardcore Harbinger
717,FALSE,92,Berserker,2297964590,27,null,SSF Harbinger
717,FALSE,96,Gladiator,3265212952,36,null,Hardcore Harbinger
717,FALSE,90,Juggernaut,1958763610,25,rarrka,SSF Harbinger HC
717,FALSE,100,Gladiator,4250334444,39,null,Harbinger
718,FALSE,90,Inquisitor,1957459351,24,null,SSF Harbinger HC
718,FALSE,96,Necromancer,3263815891,22,null,Hardcore Harbinger
718,FALSE,92,Raider,2297628534,30,null,SSF Harbinger
718,FALSE,100,Pathfinder,4250334444,36,null,Harbinger
719,TRUE,96,Slayer,3263533162,37,null,Hardcore Harbinger
719,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
719,FALSE,90,Raider,1957297520,29,null,SSF Harbinger HC
719,FALSE,92,Juggernaut,2297560707,28,null,SSF Harbinger
720,TRUE,96,Inquisitor,3260704198,36,null,Hardcore Harbinger
720,FALSE,90,Chieftain,1956310573,27,null,SSF Harbinger HC
720,FALSE,92,Ascendant,2297465547,31,teghar,SSF Harbinger
720,FALSE,100,Berserker,4250334444,37,null,Harbinger
721,FALSE,92,Necromancer,2297201474,25,null,SSF Harbinger
721,TRUE,90,Champion,1956142858,30,null,SSF Harbinger HC
721,TRUE,96,Gladiator,3260652815,29,legendlil,Hardcore Harbinger
721,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
722,FALSE,100,Necromancer,4250334444,31,null,Harbinger
722,TRUE,90,Slayer,1955907659,33,zhatun,SSF Harbinger HC
722,FALSE,92,Hierophant,2297158272,23,null,SSF Harbinger
722,TRUE,96,Gladiator,3259222429,29,null,Hardcore Harbinger
723,FALSE,100,Berserker,4250334444,40,gexmarc,Harbinger
723,FALSE,92,Berserker,2296794005,26,null,SSF Harbinger
723,TRUE,96,Slayer,3259199176,25,null,Hardcore Harbinger
723,TRUE,90,Raider,1955389953,30,thespunkylobster,SSF Harbinger HC
724,TRUE,96,Guardian,3259159615,40,null,Hardcore Harbinger
724,TRUE,90,Necromancer,1955191762,24,shmizz_,SSF Harbinger HC
724,FALSE,92,Slayer,2296583826,37,null,SSF Harbinger
724,FALSE,100,Berserker,4250334444,40,null,Harbinger
725,FALSE,100,Pathfinder,4250334444,38,null,Harbinger
725,FALSE,96,Necromancer,3259158623,35,null,Hardcore Harbinger
725,TRUE,90,Trickster,1955129684,26,null,SSF Harbinger HC
725,FALSE,92,Hierophant,2296260369,27,null,SSF Harbinger
726,FALSE,96,Berserker,3259017528,25,matlocko,Hardcore Harbinger
726,FALSE,92,Hierophant,2296013116,24,null,SSF Harbinger
726,FALSE,100,Pathfinder,4250334444,40,viforsaken,Harbinger
726,TRUE,90,Inquisitor,1954803880,14,zeroes611,SSF Harbinger HC
727,FALSE,100,Necromancer,4250334444,26,null,Harbinger
727,TRUE,90,Juggernaut,1954558110,24,smig95,SSF Harbinger HC
727,FALSE,92,Chieftain,2295634863,28,null,SSF Harbinger
727,TRUE,96,Ascendant,3258026062,36,mrbankerss,Hardcore Harbinger
728,TRUE,90,Occultist,1954515305,31,null,SSF Harbinger HC
728,FALSE,100,Pathfinder,4250334444,40,budrap,Harbinger
728,FALSE,96,Guardian,3255758846,40,null,Hardcore Harbinger
728,FALSE,92,Berserker,2295509750,26,null,SSF Harbinger
729,FALSE,90,Gladiator,1953480999,33,null,SSF Harbinger HC
729,FALSE,100,Berserker,4250334444,28,null,Harbinger
729,FALSE,92,Berserker,2295173960,24,dikkinen,SSF Harbinger
729,TRUE,96,Necromancer,3254355374,30,null,Hardcore Harbinger
730,TRUE,96,Deadeye,3253365079,40,martypoe,Hardcore Harbinger
730,FALSE,90,Berserker,1953235652,29,null,SSF Harbinger HC
730,FALSE,100,Pathfinder,4250334444,26,null,Harbinger
730,FALSE,92,Berserker,2293653391,31,null,SSF Harbinger
731,FALSE,96,Berserker,3253291815,20,andrpn,Hardcore Harbinger
731,FALSE,92,Necromancer,2293526757,31,null,SSF Harbinger
731,FALSE,100,Ascendant,4250334444,40,kcastiei,Harbinger
731,FALSE,90,Berserker,1953132211,19,null,SSF Harbinger HC
732,FALSE,92,Ascendant,2293345471,25,haxbeard,SSF Harbinger
732,TRUE,90,Ascendant,1953043656,25,null,SSF Harbinger HC
732,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
732,FALSE,96,Ascendant,3253126259,29,exazz,Hardcore Harbinger
733,TRUE,96,Necromancer,3252089076,21,null,Hardcore Harbinger
733,FALSE,92,Juggernaut,2292490549,26,null,SSF Harbinger
733,FALSE,100,Guardian,4250334444,40,null,Harbinger
733,FALSE,90,Inquisitor,1951608800,19,null,SSF Harbinger HC
734,FALSE,100,Slayer,4250334444,40,losemilos,Harbinger
734,TRUE,96,Champion,3249980032,38,null,Hardcore Harbinger
734,FALSE,90,Necromancer,1951402551,40,iryoukoi,SSF Harbinger HC
734,FALSE,92,Trickster,2292336333,27,keighbanger,SSF Harbinger
735,TRUE,90,Inquisitor,1951266938,29,null,SSF Harbinger HC
735,FALSE,92,Inquisitor,2291761147,24,kawaiipanda01,SSF Harbinger
735,FALSE,100,Pathfinder,4250334444,40,sucinum_vertex,Harbinger
735,TRUE,96,Necromancer,3248097484,26,null,Hardcore Harbinger
736,FALSE,96,Berserker,3247214020,36,null,Hardcore Harbinger
736,FALSE,92,Inquisitor,2291522732,33,maulrin,SSF Harbinger
736,FALSE,90,Necromancer,1950777066,24,null,SSF Harbinger HC
736,FALSE,100,Guardian,4250334444,25,null,Harbinger
737,FALSE,92,Gladiator,2291306601,28,null,SSF Harbinger
737,FALSE,100,Juggernaut,4250334444,40,null,Harbinger
737,TRUE,96,Slayer,3244967114,37,debymen,Hardcore Harbinger
737,TRUE,90,Ascendant,1950525591,23,null,SSF Harbinger HC
738,FALSE,90,Slayer,1950202827,29,null,SSF Harbinger HC
738,TRUE,96,Raider,3244794914,35,guccipradas,Hardcore Harbinger
738,FALSE,92,Berserker,2290115794,28,null,SSF Harbinger
738,FALSE,100,Elementalist,4250334444,40,null,Harbinger
739,FALSE,90,Chieftain,1949895013,28,serenitya1988,SSF Harbinger HC
739,FALSE,96,Raider,3243911011,40,null,Hardcore Harbinger
739,FALSE,100,Berserker,4250334444,40,null,Harbinger
739,FALSE,92,Chieftain,2289908968,24,null,SSF Harbinger
740,TRUE,90,Trickster,1949690149,24,null,SSF Harbinger HC
740,TRUE,96,Inquisitor,3243723691,39,null,Hardcore Harbinger
740,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
740,FALSE,92,Berserker,2289210844,34,null,SSF Harbinger
741,FALSE,100,Berserker,4250334444,39,jansevalentin,Harbinger
741,FALSE,92,Berserker,2289205684,35,null,SSF Harbinger
741,FALSE,96,Necromancer,3242542432,32,boldric123,Hardcore Harbinger
741,TRUE,90,Hierophant,1949608225,32,null,SSF Harbinger HC
742,TRUE,96,Chieftain,3242293661,19,null,Hardcore Harbinger
742,FALSE,92,Champion,2288861910,27,null,SSF Harbinger
742,FALSE,100,Pathfinder,4250334444,40,omgteal,Harbinger
742,FALSE,90,Juggernaut,1949280127,28,hix360,SSF Harbinger HC
743,TRUE,90,Gladiator,1948487262,29,null,SSF Harbinger HC
743,FALSE,92,Berserker,2288735924,29,null,SSF Harbinger
743,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
743,TRUE,96,Guardian,3240431669,36,skuuuz,Hardcore Harbinger
744,FALSE,92,Berserker,2288658505,25,null,SSF Harbinger
744,TRUE,90,Chieftain,1948419786,26,null,SSF Harbinger HC
744,FALSE,100,Raider,4250334444,37,null,Harbinger
744,TRUE,96,Berserker,3237536806,36,imiragex,Hardcore Harbinger
745,FALSE,92,Berserker,2288544371,26,null,SSF Harbinger
745,TRUE,90,Trickster,1947084952,29,justjuice12,SSF Harbinger HC
745,FALSE,100,Gladiator,4250334444,28,null,Harbinger
745,TRUE,96,Hierophant,3237498354,34,sssteveowens,Hardcore Harbinger
746,FALSE,100,Ascendant,4250334444,31,null,Harbinger
746,FALSE,96,Ascendant,3234732541,27,null,Hardcore Harbinger
746,FALSE,90,Necromancer,1947049263,28,null,SSF Harbinger HC
746,FALSE,92,Necromancer,2288513401,23,h4mburgers,SSF Harbinger
747,FALSE,96,Deadeye,3234249568,36,mpnsz,Hardcore Harbinger
747,FALSE,92,Chieftain,2288405937,25,null,SSF Harbinger
747,FALSE,100,Ascendant,4250334444,27,null,Harbinger
747,FALSE,90,Ascendant,1946723005,23,null,SSF Harbinger HC
748,FALSE,100,Raider,4250334444,40,null,Harbinger
748,FALSE,92,Trickster,2288383609,26,null,SSF Harbinger
748,TRUE,96,Gladiator,3231695284,30,midas6666,Hardcore Harbinger
748,TRUE,90,Slayer,1945401740,27,null,SSF Harbinger HC
749,FALSE,90,Slayer,1945247361,36,vinktard,SSF Harbinger HC
749,FALSE,92,Slayer,2288122581,31,null,SSF Harbinger
749,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
749,TRUE,96,Ascendant,3230845395,27,x_pandura_x,Hardcore Harbinger
750,FALSE,100,Berserker,4250334444,37,hermike,Harbinger
750,FALSE,96,Pathfinder,3230416060,30,ukstubbs,Hardcore Harbinger
750,FALSE,90,Champion,1945021591,36,kaysick,SSF Harbinger HC
750,FALSE,92,Necromancer,2287853540,36,entropymu,SSF Harbinger
751,FALSE,90,Occultist,1944859738,21,null,SSF Harbinger HC
751,TRUE,96,Guardian,3228744026,30,null,Hardcore Harbinger
751,FALSE,100,Inquisitor,4250334444,40,null,Harbinger
751,FALSE,92,Necromancer,2287478465,28,null,SSF Harbinger
752,FALSE,90,Inquisitor,1944470827,32,null,SSF Harbinger HC
752,FALSE,92,Slayer,2287428471,37,null,SSF Harbinger
752,TRUE,96,Slayer,3228707839,29,null,Hardcore Harbinger
752,FALSE,100,Raider,4250334444,36,howhighx33,Harbinger
753,TRUE,96,Juggernaut,3227514386,36,null,Hardcore Harbinger
753,FALSE,92,Berserker,2286895562,34,null,SSF Harbinger
753,TRUE,90,Raider,1943199588,24,null,SSF Harbinger HC
753,FALSE,100,Inquisitor,4250334444,36,baldufo89,Harbinger
754,TRUE,90,Hierophant,1943190075,23,null,SSF Harbinger HC
754,FALSE,92,Gladiator,2286894328,29,null,SSF Harbinger
754,FALSE,100,Pathfinder,4250334444,39,null,Harbinger
754,FALSE,96,Necromancer,3226984742,36,icebreaker067,Hardcore Harbinger
755,TRUE,90,Inquisitor,1942284353,19,zen743,SSF Harbinger HC
755,FALSE,100,Assassin,4250334444,25,null,Harbinger
755,TRUE,96,Gladiator,3225229471,26,supergood,Hardcore Harbinger
755,FALSE,92,Berserker,2286750787,31,cosmic_jam,SSF Harbinger
756,FALSE,92,Necromancer,2286056405,23,null,SSF Harbinger
756,FALSE,96,Inquisitor,3225170736,28,null,Hardcore Harbinger
756,FALSE,90,Hierophant,1942204694,24,yolobaloney,SSF Harbinger HC
756,FALSE,100,Inquisitor,4250334444,40,null,Harbinger
757,FALSE,96,Guardian,3224969971,40,null,Hardcore Harbinger
757,FALSE,100,Pathfinder,4250334444,40,null,Harbinger
757,FALSE,92,Necromancer,2285998078,33,null,SSF Harbinger
757,FALSE,90,Trickster,1942105237,24,xenzur,SSF Harbinger HC
758,TRUE,96,Raider,3223897901,28,nokieka,Hardcore Harbinger
758,TRUE,90,Juggernaut,1942084743,29,null,SSF Harbinger HC
758,FALSE,92,Necromancer,2285254118,28,null,SSF Harbinger
758,FALSE,100,Raider,4250334444,25,taithy,Harbinger
759,TRUE,96,Guardian,3223606080,40,null,Hardcore Harbinger
759,FALSE,92,Hierophant,2284721989,34,null,SSF Harbinger
759,FALSE,100,Ascendant,4250334444,31,dansracy,Harbinger
759,FALSE,90,Necromancer,1941703693,38,jobinw,SSF Harbinger HC
760,TRUE,90,Slayer,1941495545,18,null,SSF Harbinger HC
760,FALSE,96,Trickster,3223290073,25,null,Hardcore Harbinger
760,FALSE,92,Slayer,2284137396,38,null,SSF Harbinger
760,FALSE,100,Pathfinder,4250334444,36,vakori,Harbinger
761,FALSE,92,Berserker,2284008893,22,theprogress_,SSF Harbinger
761,FALSE,100,Pathfinder,4250334444,40,cupcakegoon,Harbinger
761,FALSE,90,Chieftain,1939934782,29,null,SSF Harbinger HC
761,TRUE,96,Chieftain,3223021552,29,null,Hardcore Harbinger
762,FALSE,100,Pathfinder,4250334444,37,plezey,Harbinger
762,FALSE,90,Saboteur,1939504164,26,sefearionpvp,SSF Harbinger HC
762,TRUE,96,Gladiator,3221566600,25,null,Hardcore Harbinger
762,FALSE,92,Juggernaut,2283423370,27,null,SSF Harbinger
763,FALSE,92,Berserker,2283212909,28,wilyzero,SSF Harbinger
763,FALSE,100,Ascendant,4250334444,40,null,Harbinger
763,FALSE,90,Necromancer,1939185455,21,null,SSF Harbinger HC
763,TRUE,96,Gladiator,3220594167,27,null,Hardcore Harbinger
764,FALSE,100,Pathfinder,4250334444,36,null,Harbinger
764,FALSE,96,Guardian,3219504255,40,null,Hardcore Harbinger
764,FALSE,92,Ascendant,2282614800,38,null,SSF Harbinger
764,FALSE,90,Berserker,1938819877,29,null,SSF Harbinger HC
765,FALSE,90,Gladiator,1937842079,25,sitmor,SSF Harbinger HC
765,FALSE,92,Slayer,2282413243,31,null,SSF Harbinger
765,FALSE,96,Necromancer,3218801239,37,null,Hardcore Harbinger
765,FALSE,100,Pathfinder,4250334444,36,null,Harbinger
766,FALSE,90,Hierophant,1937618956,24,null,SSF Harbinger HC
766,FALSE,100,Inquisitor,4250334444,39,null,Harbinger
766,FALSE,92,Ascendant,2282384204,26,null,SSF Harbinger
766,TRUE,96,Ascendant,3217383416,36,null,Hardcore Harbinger
767,FALSE,100,Necromancer,4250334444,36,187demontaz,Harbinger
767,TRUE,90,Gladiator,1937503531,28,null,SSF Harbinger HC
767,FALSE,96,Pathfinder,3217272323,39,magnius_hc,Hardcore Harbinger
767,FALSE,92,Berserker,2282109654,32,sevzzen1,SSF Harbinger
768,FALSE,90,Gladiator,1937442370,36,cavespro,SSF Harbinger HC
768,TRUE,96,Juggernaut,3216815805,40,patsche1337,Hardcore Harbinger
768,FALSE,100,Pathfinder,4250334444,28,uberdiscet,Harbinger
768,FALSE,92,Slayer,2282071725,32,null,SSF Harbinger
769,FALSE,90,Berserker,1937291224,36,null,SSF Harbinger HC
769,FALSE,92,Slayer,2281773079,30,null,SSF Harbinger
769,FALSE,100,Pathfinder,4250334444,38,null,Harbinger
769,FALSE,96,Berserker,3214943846,29,megattt,Hardcore Harbinger
770,FALSE,100,Pathfinder,4250334444,40,pollostrike,Harbinger
770,FALSE,92,Necromancer,2281456456,25,null,SSF Harbinger
770,TRUE,96,Gladiator,3208665891,30,null,Hardcore Harbinger
770,TRUE,90,Occultist,1937086158,29,null,SSF Harbinger HC
771,FALSE,100,Gladiator,4250334444,36,null,Harbinger
771,FALSE,92,Inquisitor,2281184938,27,null,SSF Harbinger
771,TRUE,90,Saboteur,1936918578,40,no1nfoprovided,SSF Harbinger HC
771,FALSE,96,Necromancer,3207862725,40,destroyer_skulls,Hardcore Harbinger
772,FALSE,100,Juggernaut,4250334444,37,null,Harbinger
772,FALSE,92,Trickster,2281050636,36,null,SSF Harbinger
772,FALSE,90,Guardian,1936841634,23,null,SSF Harbinger HC
772,FALSE,96,Inquisitor,3206900311,26,null,Hardcore Harbinger
773,FALSE,92,Gladiator,2280868316,28,sushisushihai,SSF Harbinger
773,FALSE,90,Hierophant,1936733578,19,null,SSF Harbinger HC
773,TRUE,96,Necromancer,3206556523,28,null,Hardcore Harbinger
773,FALSE,100,Pathfinder,4250334444,34,djleenoiceee,Harbinger
